"Date","Maximum Temperature degrees (F)","Minimum Temperature degrees (F)","Precipitation (inches)","Snow (inches)","Snow Depth (inches)"
"1887-08-19","67.0","49.0","0.12","0.00","M"
"1887-08-20","77.0","53.0","0.00","0.00","M"
"1887-08-21","79.0","58.0","0.07","0.00","M"
"1887-08-22","67.0","52.0","0.03","0.00","M"
"1887-08-23","66.0","48.0","0.00","0.00","M"
"1887-08-24","62.0","43.0","0.00","0.00","M"
"1887-08-25","66.0","41.0","0.00","0.00","M"
"1887-08-26","68.0","51.0","0.01","0.00","M"
"1887-08-27","69.0","42.0","0.00","0.00","M"
"1887-08-28","67.0","48.0","T","0.00","M"
"1887-08-29","79.0","59.0","0.00","0.00","M"
"1887-08-30","76.0","60.0","0.02","0.00","M"
"1887-08-31","82.0","60.0","0.54","0.00","M"
"1887-09-01","82.0","62.0","1.90","0.00","M"
"1887-09-02","72.0","62.0","0.47","0.00","M"
"1887-09-03","65.0","59.0","1.08","0.00","M"
"1887-09-04","67.0","57.0","0.01","0.00","M"
"1887-09-05","81.0","59.0","0.22","0.00","M"
"1887-09-06","83.0","64.0","0.10","0.00","M"
"1887-09-07","65.0","51.0","0.00","0.00","M"
"1887-09-08","63.0","43.0","0.16","0.00","M"
"1887-09-09","63.0","52.0","0.00","0.00","M"
"1887-09-10","60.0","43.0","T","0.00","M"
"1887-09-11","66.0","49.0","T","0.00","M"
"1887-09-12","65.0","55.0","0.16","0.00","M"
"1887-09-13","68.0","49.0","0.00","0.00","M"
"1887-09-14","64.0","45.0","T","0.00","M"
"1887-09-15","59.0","41.0","0.00","0.00","M"
"1887-09-16","67.0","40.0","0.00","0.00","M"
"1887-09-17","73.0","48.0","0.00","0.00","M"
"1887-09-18","77.0","51.0","0.00","0.00","M"
"1887-09-19","80.0","55.0","0.00","0.00","M"
"1887-09-20","82.0","60.0","T","0.00","M"
"1887-09-21","72.0","50.0","0.08","0.00","M"
"1887-09-22","54.0","44.0","0.04","0.00","M"
"1887-09-23","56.0","33.0","0.00","0.00","M"
"1887-09-24","62.0","37.0","0.00","0.00","M"
"1887-09-25","66.0","44.0","0.00","0.00","M"
"1887-09-26","62.0","50.0","0.08","0.00","M"
"1887-09-27","58.0","49.0","0.05","0.00","M"
"1887-09-28","62.0","40.0","0.00","0.00","M"
"1887-09-29","65.0","43.0","0.00","0.00","M"
"1887-09-30","61.0","49.0","0.00","0.00","M"
"1887-10-01","66.0","39.0","0.00","0.00","M"
"1887-10-02","63.0","46.0","0.11","0.00","M"
"1887-10-03","60.0","44.0","0.00","0.00","M"
"1887-10-04","54.0","36.0","0.00","0.00","M"
"1887-10-05","61.0","31.0","0.00","0.00","M"
"1887-10-06","65.0","41.0","0.00","0.00","M"
"1887-10-07","69.0","46.0","0.24","0.00","M"
"1887-10-08","72.0","48.0","0.18","0.00","M"
"1887-10-09","50.0","40.0","0.02","0.00","M"
"1887-10-10","47.0","32.0","T","0.00","M"
"1887-10-11","46.0","36.0","0.00","0.00","M"
"1887-10-12","59.0","35.0","0.00","0.00","M"
"1887-10-13","49.0","34.0","0.00","0.00","M"
"1887-10-14","50.0","29.0","0.00","0.00","M"
"1887-10-15","67.0","40.0","0.02","0.00","M"
"1887-10-16","54.0","43.0","0.71","0.00","M"
"1887-10-17","54.0","36.0","0.00","0.00","M"
"1887-10-18","61.0","36.0","0.00","0.00","M"
"1887-10-19","66.0","45.0","0.00","0.00","M"
"1887-10-20","50.0","32.0","0.00","0.00","M"
"1887-10-21","42.0","24.0","0.00","0.00","M"
"1887-10-22","36.0","24.0","0.02","0.20","M"
"1887-10-23","39.0","29.0","0.18","0.20","M"
"1887-10-24","33.0","15.0","0.00","0.00","M"
"1887-10-25","30.0","12.0","0.00","0.00","M"
"1887-10-26","35.0","20.0","0.00","0.00","M"
"1887-10-27","47.0","25.0","0.00","0.00","M"
"1887-10-28","53.0","30.0","T","0.00","M"
"1887-10-29","37.0","20.0","0.00","0.00","M"
"1887-10-30","53.0","25.0","0.00","0.00","M"
"1887-10-31","67.0","30.0","0.00","0.00","M"
"1887-11-01","70.0","35.0","0.00","0.00","M"
"1887-11-02","67.0","42.0","0.00","0.00","M"
"1887-11-03","62.0","37.0","0.00","0.00","M"
"1887-11-04","44.0","27.0","0.00","0.00","M"
"1887-11-05","59.0","28.0","0.00","0.00","M"
"1887-11-06","67.0","37.0","0.00","0.00","M"
"1887-11-07","50.0","34.0","0.00","0.00","M"
"1887-11-08","41.0","27.0","0.04","0.10","M"
"1887-11-09","38.0","32.0","0.08","T","M"
"1887-11-10","50.0","31.0","0.00","0.00","M"
"1887-11-11","44.0","31.0","0.00","0.00","M"
"1887-11-12","50.0","31.0","0.00","0.00","M"
"1887-11-13","53.0","36.0","0.01","0.00","M"
"1887-11-14","42.0","34.0","T","0.00","M"
"1887-11-15","44.0","34.0","0.00","0.00","M"
"1887-11-16","48.0","31.0","T","0.00","M"
"1887-11-17","37.0","21.0","0.00","0.00","M"
"1887-11-18","37.0","28.0","0.13","T","M"
"1887-11-19","37.0","9.0","0.01","0.10","M"
"1887-11-20","24.0","7.0","0.00","0.00","M"
"1887-11-21","43.0","19.0","0.00","0.00","M"
"1887-11-22","40.0","24.0","0.00","0.00","M"
"1887-11-23","25.0","19.0","T","T","M"
"1887-11-24","29.0","24.0","0.14","1.40","M"
"1887-11-25","30.0","24.0","0.06","0.60","M"
"1887-11-26","26.0","10.0","0.18","2.20","M"
"1887-11-27","10.0","-9.0","0.00","0.00","M"
"1887-11-28","3.0","-21.0","0.00","0.00","M"
"1887-11-29","10.0","-8.0","0.00","0.00","M"
"1887-11-30","26.0","6.0","T","T","M"
"1887-12-01","34.0","26.0","0.14","3.00","M"
"1887-12-02","35.0","31.0","0.05","0.00","M"
"1887-12-03","35.0","26.0","0.20","2.00","M"
"1887-12-04","36.0","4.0","T","T","M"
"1887-12-05","27.0","-1.0","0.00","0.00","M"
"1887-12-06","28.0","6.0","0.00","0.00","M"
"1887-12-07","29.0","16.0","T","T","M"
"1887-12-08","35.0","20.0","0.00","0.00","M"
"1887-12-09","35.0","32.0","0.00","0.00","M"
"1887-12-10","33.0","23.0","0.08","0.90","M"
"1887-12-11","25.0","-1.0","0.01","0.10","M"
"1887-12-12","32.0","-7.0","0.00","0.00","M"
"1887-12-13","40.0","23.0","0.00","0.00","M"
"1887-12-14","30.0","14.0","T","T","M"
"1887-12-15","26.0","11.0","T","T","M"
"1887-12-16","36.0","15.0","0.00","0.00","M"
"1887-12-17","41.0","22.0","0.02","0.20","M"
"1887-12-18","33.0","14.0","0.01","T","M"
"1887-12-19","35.0","23.0","T","T","M"
"1887-12-20","28.0","15.0","0.15","2.60","M"
"1887-12-21","21.0","6.0","0.22","2.40","M"
"1887-12-22","15.0","-15.0","0.03","T","M"
"1887-12-23","34.0","10.0","0.09","1.00","M"
"1887-12-24","20.0","7.0","0.01","0.10","M"
"1887-12-25","20.0","7.0","0.01","0.10","M"
"1887-12-26","12.0","-2.0","0.06","0.60","M"
"1887-12-27","1.0","-18.0","0.00","0.00","M"
"1887-12-28","-5.0","-16.0","0.00","0.00","M"
"1887-12-29","-3.0","-22.0","0.00","0.00","M"
"1887-12-30","14.0","-11.0","0.08","1.50","M"
"1887-12-31","28.0","12.0","0.31","3.00","M"
"1888-01-01","28.0","-7.0","0.04","0.20","M"
"1888-01-02","-5.0","-17.0","0.00","0.00","M"
"1888-01-03","10.0","-17.0","T","T","M"
"1888-01-04","25.0","7.0","T","T","M"
"1888-01-05","27.0","21.0","0.18","1.20","M"
"1888-01-06","29.0","14.0","0.04","1.00","M"
"1888-01-07","20.0","0.0","0.05","0.30","M"
"1888-01-08","5.0","-13.0","0.00","0.00","M"
"1888-01-09","-4.0","-24.0","0.01","0.10","M"
"1888-01-10","-2.0","-16.0","0.00","0.00","M"
"1888-01-11","-9.0","-28.0","0.00","0.00","M"
"1888-01-12","13.0","-13.0","0.19","3.60","M"
"1888-01-13","12.0","-24.0","0.04","0.40","M"
"1888-01-14","-15.0","-24.0","0.07","0.40","M"
"1888-01-15","-20.0","-37.0","0.00","0.00","M"
"1888-01-16","-2.0","-29.0","0.00","0.00","M"
"1888-01-17","7.0","-10.0","0.00","0.00","M"
"1888-01-18","-2.0","-15.0","0.00","0.00","M"
"1888-01-19","-2.0","-18.0","0.03","0.40","M"
"1888-01-20","-17.0","-32.0","0.00","0.00","M"
"1888-01-21","-17.0","-41.0","0.00","0.00","M"
"1888-01-22","7.0","-18.0","0.00","0.00","M"
"1888-01-23","8.0","-4.0","0.00","0.00","M"
"1888-01-24","21.0","-11.0","0.01","0.30","M"
"1888-01-25","25.0","-5.0","0.06","0.20","M"
"1888-01-26","17.0","-10.0","0.00","0.00","M"
"1888-01-27","18.0","-1.0","0.00","0.00","M"
"1888-01-28","23.0","10.0","0.00","0.00","M"
"1888-01-29","28.0","19.0","0.00","0.00","M"
"1888-01-30","34.0","14.0","0.00","0.00","M"
"1888-01-31","34.0","10.0","0.00","0.00","M"
"1888-02-01","35.0","15.0","0.00","0.00","M"
"1888-02-02","37.0","22.0","0.03","0.00","M"
"1888-02-03","38.0","29.0","0.05","0.10","M"
"1888-02-04","37.0","9.0","0.03","0.20","M"
"1888-02-05","9.0","-7.0","T","T","M"
"1888-02-06","26.0","-7.0","0.03","0.40","M"
"1888-02-07","8.0","-12.0","0.03","0.10","M"
"1888-02-08","-10.0","-22.0","0.00","0.00","M"
"1888-02-09","-15.0","-33.0","0.00","0.00","M"
"1888-02-10","1.0","-20.0","0.03","0.40","M"
"1888-02-11","2.0","-17.0","0.10","1.10","M"
"1888-02-12","27.0","4.0","0.02","0.20","M"
"1888-02-13","45.0","20.0","T","T","M"
"1888-02-14","20.0","-10.0","0.00","0.00","M"
"1888-02-15","9.0","-18.0","0.00","0.00","M"
"1888-02-16","40.0","-5.0","0.00","0.00","M"
"1888-02-17","44.0","16.0","0.00","0.00","M"
"1888-02-18","42.0","18.0","0.00","0.00","M"
"1888-02-19","42.0","27.0","0.25","T","M"
"1888-02-20","29.0","4.0","0.01","0.10","M"
"1888-02-21","21.0","-4.0","0.00","0.00","M"
"1888-02-22","34.0","19.0","0.04","0.30","M"
"1888-02-23","36.0","28.0","0.00","0.00","M"
"1888-02-24","35.0","20.0","T","T","M"
"1888-02-25","23.0","-2.0","0.01","0.10","M"
"1888-02-26","0.0","-10.0","0.01","0.10","M"
"1888-02-27","7.0","-11.0","0.00","0.00","M"
"1888-02-28","34.0","4.0","0.00","0.00","M"
"1888-02-29","34.0","12.0","T","0.30","M"
"1888-03-01","30.0","15.0","0.25","2.50","M"
"1888-03-02","19.0","6.0","0.06","0.60","M"
"1888-03-03","14.0","-8.0","0.00","0.00","M"
"1888-03-04","17.0","2.0","0.00","0.00","M"
"1888-03-05","18.0","-4.0","0.00","0.00","M"
"1888-03-06","23.0","0.0","0.00","0.00","M"
"1888-03-07","27.0","-2.0","0.00","0.00","M"
"1888-03-08","28.0","5.0","0.05","1.50","M"
"1888-03-09","37.0","24.0","0.12","0.00","M"
"1888-03-10","39.0","14.0","0.01","0.00","M"
"1888-03-11","20.0","-1.0","0.00","0.00","M"
"1888-03-12","23.0","6.0","0.00","0.00","M"
"1888-03-13","26.0","14.0","0.00","0.00","M"
"1888-03-14","34.0","13.0","0.00","0.00","M"
"1888-03-15","40.0","24.0","0.00","0.00","M"
"1888-03-16","28.0","5.0","0.00","0.00","M"
"1888-03-17","34.0","23.0","T","T","M"
"1888-03-18","42.0","29.0","0.00","0.00","M"
"1888-03-19","41.0","22.0","0.00","0.00","M"
"1888-03-20","30.0","7.0","T","T","M"
"1888-03-21","28.0","-5.0","0.00","0.00","M"
"1888-03-22","10.0","-14.0","0.00","0.00","M"
"1888-03-23","19.0","6.0","0.12","1.30","M"
"1888-03-24","23.0","5.0","0.00","0.00","M"
"1888-03-25","25.0","11.0","0.21","1.30","M"
"1888-03-26","27.0","17.0","0.24","2.50","M"
"1888-03-27","34.0","18.0","0.02","0.30","M"
"1888-03-28","30.0","1.0","T","T","M"
"1888-03-29","37.0","21.0","T","T","M"
"1888-03-30","36.0","23.0","0.03","0.40","M"
"1888-03-31","36.0","15.0","0.00","0.00","M"
"1888-04-01","43.0","27.0","0.00","0.00","M"
"1888-04-02","39.0","25.0","T","T","M"
"1888-04-03","46.0","27.0","0.02","0.20","M"
"1888-04-04","51.0","27.0","0.24","0.00","M"
"1888-04-05","50.0","30.0","0.02","0.00","M"
"1888-04-06","46.0","23.0","0.00","0.00","M"
"1888-04-07","45.0","27.0","0.00","0.00","M"
"1888-04-08","47.0","33.0","0.00","0.00","M"
"1888-04-09","46.0","34.0","0.57","0.00","M"
"1888-04-10","52.0","33.0","0.04","0.00","M"
"1888-04-11","44.0","30.0","T","0.00","M"
"1888-04-12","46.0","23.0","0.00","0.00","M"
"1888-04-13","64.0","39.0","0.00","0.00","M"
"1888-04-14","54.0","36.0","0.00","0.00","M"
"1888-04-15","53.0","41.0","0.00","0.00","M"
"1888-04-16","50.0","31.0","T","0.00","M"
"1888-04-17","51.0","36.0","0.44","0.00","M"
"1888-04-18","42.0","29.0","0.00","0.00","M"
"1888-04-19","41.0","26.0","0.00","0.00","M"
"1888-04-20","47.0","26.0","0.00","0.00","M"
"1888-04-21","61.0","41.0","0.00","0.00","M"
"1888-04-22","51.0","38.0","0.17","0.00","M"
"1888-04-23","57.0","31.0","0.00","0.00","M"
"1888-04-24","57.0","35.0","0.00","0.00","M"
"1888-04-25","66.0","44.0","T","0.00","M"
"1888-04-26","76.0","49.0","1.08","0.00","M"
"1888-04-27","62.0","44.0","1.05","0.00","M"
"1888-04-28","49.0","35.0","1.21","0.00","M"
"1888-04-29","36.0","30.0","0.23","1.50","M"
"1888-04-30","48.0","28.0","0.07","0.30","M"
"1888-05-01","52.0","31.0","0.00","0.00","M"
"1888-05-02","46.0","33.0","0.59","0.00","M"
"1888-05-03","45.0","38.0","0.61","0.00","M"
"1888-05-04","48.0","33.0","0.97","1.00","M"
"1888-05-05","60.0","37.0","0.00","0.00","M"
"1888-05-06","54.0","43.0","0.33","0.00","M"
"1888-05-07","53.0","43.0","0.03","0.00","M"
"1888-05-08","52.0","43.0","0.28","0.00","M"
"1888-05-09","49.0","42.0","0.04","0.00","M"
"1888-05-10","55.0","43.0","0.22","0.00","M"
"1888-05-11","61.0","40.0","0.03","0.00","M"
"1888-05-12","40.0","29.0","0.00","0.00","M"
"1888-05-13","50.0","29.0","0.00","0.00","M"
"1888-05-14","57.0","33.0","0.00","0.00","M"
"1888-05-15","57.0","38.0","0.00","0.00","M"
"1888-05-16","57.0","36.0","0.00","0.00","M"
"1888-05-17","54.0","40.0","T","0.00","M"
"1888-05-18","49.0","40.0","0.29","0.00","M"
"1888-05-19","56.0","35.0","0.00","0.00","M"
"1888-05-20","66.0","45.0","0.01","0.00","M"
"1888-05-21","68.0","53.0","0.42","0.00","M"
"1888-05-22","78.0","56.0","0.10","0.00","M"
"1888-05-23","71.0","58.0","0.47","0.00","M"
"1888-05-24","62.0","58.0","0.09","0.00","M"
"1888-05-25","69.0","54.0","0.00","0.00","M"
"1888-05-26","71.0","49.0","0.04","0.00","M"
"1888-05-27","60.0","56.0","0.19","0.00","M"
"1888-05-28","69.0","53.0","0.00","0.00","M"
"1888-05-29","60.0","48.0","0.00","0.00","M"
"1888-05-30","55.0","45.0","0.04","0.00","M"
"1888-05-31","65.0","42.0","0.00","0.00","M"
"1888-06-01","60.0","45.0","0.00","0.00","M"
"1888-06-02","65.0","41.0","0.00","0.00","M"
"1888-06-03","72.0","48.0","0.00","0.00","M"
"1888-06-04","75.0","55.0","0.00","0.00","M"
"1888-06-05","77.0","49.0","0.00","0.00","M"
"1888-06-06","59.0","45.0","0.00","0.00","M"
"1888-06-07","70.0","49.0","0.52","0.00","M"
"1888-06-08","86.0","62.0","0.12","0.00","M"
"1888-06-09","78.0","58.0","0.07","0.00","M"
"1888-06-10","73.0","50.0","0.06","0.00","M"
"1888-06-11","75.0","54.0","0.00","0.00","M"
"1888-06-12","75.0","59.0","T","0.00","M"
"1888-06-13","86.0","59.0","0.34","0.00","M"
"1888-06-14","87.0","59.0","0.29","0.00","M"
"1888-06-15","86.0","66.0","0.00","0.00","M"
"1888-06-16","88.0","68.0","0.00","0.00","M"
"1888-06-17","89.0","70.0","0.00","0.00","M"
"1888-06-18","85.0","71.0","0.01","0.00","M"
"1888-06-19","84.0","68.0","0.19","0.00","M"
"1888-06-20","84.0","70.0","0.25","0.00","M"
"1888-06-21","80.0","62.0","0.00","0.00","M"
"1888-06-22","75.0","59.0","0.00","0.00","M"
"1888-06-23","70.0","58.0","0.00","0.00","M"
"1888-06-24","69.0","57.0","T","0.00","M"
"1888-06-25","68.0","56.0","0.00","0.00","M"
"1888-06-26","68.0","47.0","T","0.00","M"
"1888-06-27","61.0","54.0","0.10","0.00","M"
"1888-06-28","80.0","54.0","0.00","0.00","M"
"1888-06-29","81.0","63.0","0.00","0.00","M"
"1888-06-30","85.0","66.0","0.00","0.00","M"
"1888-07-01","85.0","69.0","2.06","0.00","M"
"1888-07-02","88.0","71.0","0.00","0.00","M"
"1888-07-03","83.0","66.0","0.24","0.00","M"
"1888-07-04","81.0","55.0","0.01","0.00","M"
"1888-07-05","85.0","63.0","0.00","0.00","M"
"1888-07-06","84.0","68.0","0.26","0.00","M"
"1888-07-07","83.0","64.0","0.00","0.00","M"
"1888-07-08","82.0","66.0","0.94","0.00","M"
"1888-07-09","85.0","66.0","0.00","0.00","M"
"1888-07-10","86.0","65.0","0.00","0.00","M"
"1888-07-11","94.0","71.0","0.00","0.00","M"
"1888-07-12","90.0","64.0","0.00","0.00","M"
"1888-07-13","73.0","57.0","0.06","0.00","M"
"1888-07-14","73.0","60.0","0.03","0.00","M"
"1888-07-15","75.0","64.0","0.00","0.00","M"
"1888-07-16","80.0","67.0","T","0.00","M"
"1888-07-17","79.0","58.0","0.00","0.00","M"
"1888-07-18","75.0","61.0","T","0.00","M"
"1888-07-19","80.0","56.0","0.00","0.00","M"
"1888-07-20","84.0","57.0","0.00","0.00","M"
"1888-07-21","87.0","68.0","0.09","0.00","M"
"1888-07-22","80.0","65.0","0.03","0.00","M"
"1888-07-23","78.0","60.0","T","0.00","M"
"1888-07-24","81.0","58.0","0.00","0.00","M"
"1888-07-25","78.0","62.0","T","0.00","M"
"1888-07-26","86.0","67.0","0.00","0.00","M"
"1888-07-27","83.0","61.0","0.00","0.00","M"
"1888-07-28","90.0","65.0","0.40","0.00","M"
"1888-07-29","87.0","67.0","0.01","0.00","M"
"1888-07-30","85.0","67.0","1.20","0.00","M"
"1888-07-31","83.0","64.0","0.22","0.00","M"
"1888-08-01","77.0","62.0","0.00","0.00","M"
"1888-08-02","94.0","64.0","0.06","0.00","M"
"1888-08-03","77.0","66.0","0.06","0.00","M"
"1888-08-04","85.0","61.0","0.32","0.00","M"
"1888-08-05","82.0","63.0","0.52","0.00","M"
"1888-08-06","75.0","62.0","0.02","0.00","M"
"1888-08-07","71.0","58.0","0.02","0.00","M"
"1888-08-08","62.0","47.0","0.36","0.00","M"
"1888-08-09","67.0","46.0","0.00","0.00","M"
"1888-08-10","59.0","52.0","0.43","0.00","M"
"1888-08-11","72.0","54.0","0.28","0.00","M"
"1888-08-12","74.0","52.0","T","0.00","M"
"1888-08-13","74.0","52.0","0.02","0.00","M"
"1888-08-14","77.0","59.0","T","0.00","M"
"1888-08-15","77.0","60.0","T","0.00","M"
"1888-08-16","77.0","57.0","0.14","0.00","M"
"1888-08-17","68.0","48.0","0.00","0.00","M"
"1888-08-18","80.0","54.0","0.00","0.00","M"
"1888-08-19","79.0","57.0","0.00","0.00","M"
"1888-08-20","81.0","58.0","0.00","0.00","M"
"1888-08-21","79.0","61.0","0.00","0.00","M"
"1888-08-22","78.0","54.0","0.00","0.00","M"
"1888-08-23","81.0","59.0","0.00","0.00","M"
"1888-08-24","87.0","58.0","0.00","0.00","M"
"1888-08-25","90.0","69.0","0.00","0.00","M"
"1888-08-26","80.0","66.0","0.00","0.00","M"
"1888-08-27","76.0","57.0","0.00","0.00","M"
"1888-08-28","85.0","58.0","0.00","0.00","M"
"1888-08-29","83.0","58.0","0.00","0.00","M"
"1888-08-30","80.0","62.0","0.00","0.00","M"
"1888-08-31","70.0","52.0","0.00","0.00","M"
"1888-09-01","76.0","44.0","0.00","0.00","M"
"1888-09-02","81.0","54.0","0.00","0.00","M"
"1888-09-03","79.0","61.0","0.00","0.00","M"
"1888-09-04","68.0","49.0","0.00","0.00","M"
"1888-09-05","72.0","47.0","0.00","0.00","M"
"1888-09-06","76.0","53.0","0.00","0.00","M"
"1888-09-07","70.0","55.0","0.43","0.00","M"
"1888-09-08","73.0","51.0","0.00","0.00","M"
"1888-09-09","77.0","48.0","0.00","0.00","M"
"1888-09-10","79.0","58.0","0.06","0.00","M"
"1888-09-11","68.0","54.0","0.00","0.00","M"
"1888-09-12","60.0","45.0","0.00","0.00","M"
"1888-09-13","70.0","36.0","T","0.00","M"
"1888-09-14","58.0","53.0","0.88","0.00","M"
"1888-09-15","63.0","50.0","0.01","0.00","M"
"1888-09-16","56.0","49.0","0.22","0.00","M"
"1888-09-17","58.0","44.0","0.00","0.00","M"
"1888-09-18","54.0","45.0","0.01","0.00","M"
"1888-09-19","66.0","49.0","0.00","0.00","M"
"1888-09-20","72.0","45.0","0.03","0.00","M"
"1888-09-21","70.0","57.0","0.03","0.00","M"
"1888-09-22","75.0","52.0","0.00","0.00","M"
"1888-09-23","72.0","53.0","0.00","0.00","M"
"1888-09-24","75.0","52.0","0.00","0.00","M"
"1888-09-25","65.0","44.0","0.00","0.00","M"
"1888-09-26","55.0","48.0","0.03","0.00","M"
"1888-09-27","55.0","41.0","0.00","0.00","M"
"1888-09-28","53.0","36.0","T","0.00","M"
"1888-09-29","60.0","31.0","T","0.00","M"
"1888-09-30","75.0","42.0","0.00","0.00","M"
"1888-10-01","58.0","44.0","T","0.00","M"
"1888-10-02","44.0","33.0","0.00","0.00","M"
"1888-10-03","64.0","28.0","0.00","0.00","M"
"1888-10-04","48.0","42.0","0.00","0.00","M"
"1888-10-05","52.0","34.0","0.00","0.00","M"
"1888-10-06","60.0","32.0","0.00","0.00","M"
"1888-10-07","75.0","40.0","0.00","0.00","M"
"1888-10-08","61.0","44.0","0.00","0.00","M"
"1888-10-09","65.0","38.0","0.00","0.00","M"
"1888-10-10","53.0","46.0","0.09","0.00","M"
"1888-10-11","62.0","42.0","0.00","0.00","M"
"1888-10-12","53.0","39.0","0.00","0.00","M"
"1888-10-13","60.0","40.0","0.01","0.00","M"
"1888-10-14","48.0","33.0","T","0.00","M"
"1888-10-15","55.0","43.0","0.16","0.00","M"
"1888-10-16","48.0","37.0","0.00","0.00","M"
"1888-10-17","49.0","32.0","0.00","0.00","M"
"1888-10-18","45.0","39.0","0.76","0.00","M"
"1888-10-19","39.0","30.0","0.05","0.50","M"
"1888-10-20","37.0","29.0","0.00","0.00","M"
"1888-10-21","44.0","29.0","0.00","0.00","M"
"1888-10-22","42.0","35.0","0.00","0.00","M"
"1888-10-23","47.0","36.0","0.00","0.00","M"
"1888-10-24","65.0","36.0","0.01","0.00","M"
"1888-10-25","55.0","39.0","0.00","0.00","M"
"1888-10-26","50.0","43.0","0.01","0.00","M"
"1888-10-27","45.0","34.0","0.01","0.00","M"
"1888-10-28","45.0","35.0","T","0.00","M"
"1888-10-29","52.0","37.0","0.00","0.00","M"
"1888-10-30","71.0","40.0","0.00","0.00","M"
"1888-10-31","59.0","44.0","0.00","0.00","M"
"1888-11-01","66.0","43.0","T","0.00","M"
"1888-11-02","49.0","36.0","T","0.00","M"
"1888-11-03","54.0","34.0","0.00","0.00","M"
"1888-11-04","53.0","41.0","0.00","0.00","M"
"1888-11-05","41.0","38.0","0.26","0.00","M"
"1888-11-06","49.0","28.0","0.01","0.00","M"
"1888-11-07","51.0","36.0","0.01","0.00","M"
"1888-11-08","47.0","36.0","0.00","0.00","M"
"1888-11-09","44.0","29.0","0.00","0.00","M"
"1888-11-10","46.0","26.0","0.00","0.00","M"
"1888-11-11","53.0","25.0","0.00","0.00","M"
"1888-11-12","52.0","28.0","0.00","0.00","M"
"1888-11-13","62.0","32.0","0.00","0.00","M"
"1888-11-14","43.0","31.0","0.00","0.00","M"
"1888-11-15","34.0","20.0","0.05","0.60","M"
"1888-11-16","25.0","16.0","0.01","0.20","M"
"1888-11-17","27.0","6.0","0.00","0.00","M"
"1888-11-18","35.0","14.0","0.00","0.00","M"
"1888-11-19","40.0","25.0","0.00","0.00","M"
"1888-11-20","41.0","19.0","0.00","0.00","M"
"1888-11-21","44.0","24.0","0.00","0.00","M"
"1888-11-22","41.0","24.0","0.00","0.00","M"
"1888-11-23","43.0","21.0","0.00","0.00","M"
"1888-11-24","45.0","23.0","0.00","0.00","M"
"1888-11-25","50.0","29.0","0.00","0.00","M"
"1888-11-26","49.0","36.0","0.00","0.00","M"
"1888-11-27","53.0","32.0","0.00","0.00","M"
"1888-11-28","37.0","28.0","T","0.00","M"
"1888-11-29","33.0","29.0","T","T","M"
"1888-11-30","29.0","25.0","T","T","M"
"1888-12-01","25.0","16.0","T","T","M"
"1888-12-02","30.0","23.0","0.00","0.00","M"
"1888-12-03","40.0","19.0","0.00","0.00","M"
"1888-12-04","53.0","23.0","0.00","0.00","M"
"1888-12-05","36.0","27.0","0.00","0.00","M"
"1888-12-06","49.0","16.0","0.00","0.00","M"
"1888-12-07","32.0","26.0","0.00","0.00","M"
"1888-12-08","35.0","27.0","0.00","0.00","M"
"1888-12-09","54.0","21.0","0.00","0.00","M"
"1888-12-10","32.0","28.0","0.00","0.00","M"
"1888-12-11","28.0","11.0","0.00","0.00","M"
"1888-12-12","20.0","8.0","0.04","0.60","M"
"1888-12-13","20.0","10.0","T","T","M"
"1888-12-14","42.0","14.0","0.00","0.00","M"
"1888-12-15","47.0","26.0","0.02","0.00","M"
"1888-12-16","33.0","28.0","0.10","0.60","M"
"1888-12-17","28.0","20.0","T","T","M"
"1888-12-18","20.0","6.0","0.00","0.00","M"
"1888-12-19","27.0","8.0","0.00","0.00","M"
"1888-12-20","42.0","15.0","0.00","0.00","M"
"1888-12-21","22.0","5.0","0.00","0.00","M"
"1888-12-22","50.0","16.0","0.00","0.00","M"
"1888-12-23","58.0","34.0","0.00","0.00","M"
"1888-12-24","34.0","24.0","0.47","1.00","M"
"1888-12-25","24.0","19.0","T","T","M"
"1888-12-26","20.0","15.0","0.00","0.00","M"
"1888-12-27","22.0","12.0","T","T","M"
"1888-12-28","24.0","9.0","0.00","0.00","M"
"1888-12-29","29.0","10.0","0.00","0.00","M"
"1888-12-30","30.0","11.0","0.00","0.00","M"
"1888-12-31","21.0","7.0","0.00","0.00","M"
"1889-01-01","33.0","18.0","0.00","0.00","M"
"1889-01-02","38.0","18.0","0.00","0.00","M"
"1889-01-03","42.0","22.0","0.00","0.00","M"
"1889-01-04","37.0","29.0","0.00","0.00","M"
"1889-01-05","34.0","29.0","T","0.00","M"
"1889-01-06","32.0","28.0","0.01","T","M"
"1889-01-07","36.0","25.0","0.00","0.00","M"
"1889-01-08","33.0","27.0","0.00","0.00","M"
"1889-01-09","27.0","17.0","T","T","M"
"1889-01-10","20.0","11.0","T","T","M"
"1889-01-11","18.0","2.0","T","0.20","M"
"1889-01-12","24.0","12.0","0.07","0.60","M"
"1889-01-13","21.0","2.0","0.00","0.00","M"
"1889-01-14","22.0","2.0","0.00","0.00","M"
"1889-01-15","38.0","20.0","0.24","1.00","M"
"1889-01-16","42.0","30.0","0.13","0.30","M"
"1889-01-17","30.0","4.0","T","T","M"
"1889-01-18","8.0","-10.0","0.00","0.00","M"
"1889-01-19","20.0","3.0","T","0.30","M"
