"Date","Maximum Temperature degrees (F)","Minimum Temperature degrees (F)","Precipitation (inches)","Snow (inches)","Snow Depth (inches)"
"1884-10-10","69.0","48.0","0.00","0.00","M"
"1884-10-11","73.0","57.0","0.00","0.00","M"
"1884-10-12","75.0","45.0","0.00","0.00","M"
"1884-10-13","65.0","47.0","0.00","0.00","M"
"1884-10-14","63.0","48.0","0.00","0.00","M"
"1884-10-15","74.0","53.0","0.00","0.00","M"
"1884-10-16","71.0","53.0","0.00","0.00","M"
"1884-10-17","68.0","48.0","0.00","0.00","M"
"1884-10-18","64.0","41.0","0.00","0.00","M"
"1884-10-19","80.0","54.0","0.00","0.00","M"
"1884-10-20","65.0","39.0","0.53","0.00","M"
"1884-10-21","46.0","37.0","0.01","0.00","M"
"1884-10-22","47.0","30.0","T","T","M"
"1884-10-23","40.0","23.0","0.05","0.50","M"
"1884-10-24","47.0","34.0","0.00","0.00","M"
"1884-10-25","53.0","29.0","T","0.00","M"
"1884-10-26","55.0","39.0","0.59","0.00","M"
"1884-10-27","39.0","26.0","T","T","M"
"1884-10-28","48.0","27.0","0.04","0.00","M"
"1884-10-29","54.0","40.0","0.04","0.00","M"
"1884-10-30","46.0","39.0","0.01","0.00","M"
"1884-10-31","50.0","36.0","T","0.60","M"
"1884-11-01","42.0","28.0","0.11","0.50","M"
"1884-11-02","43.0","32.0","T","0.10","M"
"1884-11-03","43.0","34.0","T","T","M"
"1884-11-04","41.0","29.0","T","T","M"
"1884-11-05","39.0","31.0","0.00","0.00","M"
"1884-11-06","52.0","19.0","0.00","0.00","M"
"1884-11-07","53.0","37.0","0.00","0.00","M"
"1884-11-08","57.0","31.0","0.00","0.00","M"
"1884-11-09","54.0","40.0","0.00","0.00","M"
"1884-11-10","46.0","36.0","T","0.00","M"
"1884-11-11","48.0","34.0","0.00","0.00","M"
"1884-11-12","59.0","35.0","0.00","0.00","M"
"1884-11-13","56.0","40.0","0.00","0.00","M"
"1884-11-14","61.0","33.0","0.00","0.00","M"
"1884-11-15","60.0","37.0","0.00","0.00","M"
"1884-11-16","52.0","33.0","0.00","0.00","M"
"1884-11-17","34.0","22.0","0.00","0.00","M"
"1884-11-18","37.0","21.0","0.00","0.00","M"
"1884-11-19","44.0","24.0","T","0.10","M"
"1884-11-20","41.0","23.0","0.02","0.20","M"
"1884-11-21","32.0","24.0","T","0.10","M"
"1884-11-22","32.0","22.0","0.40","4.70","M"
"1884-11-23","24.0","-5.0","0.00","0.00","M"
"1884-11-24","18.0","-6.0","0.01","0.20","M"
"1884-11-25","23.0","6.0","0.05","0.50","M"
"1884-11-26","21.0","10.0","0.05","0.80","M"
"1884-11-27","20.0","14.0","0.01","T","M"
"1884-11-28","27.0","11.0","0.00","0.00","M"
"1884-11-29","28.0","14.0","0.00","0.00","M"
"1884-11-30","33.0","8.0","0.00","0.00","M"
"1884-12-01","40.0","26.0","0.02","0.10","M"
"1884-12-02","48.0","27.0","T","0.00","M"
"1884-12-03","49.0","27.0","T","0.00","M"
"1884-12-04","46.0","32.0","0.00","0.00","M"
"1884-12-05","37.0","22.0","T","0.00","M"
"1884-12-06","38.0","31.0","0.12","T","M"
"1884-12-07","38.0","32.0","0.47","2.50","M"
"1884-12-08","40.0","19.0","0.00","0.00","M"
"1884-12-09","25.0","8.0","0.00","0.00","M"
"1884-12-10","30.0","16.0","0.00","0.00","M"
"1884-12-11","24.0","10.0","0.00","0.00","M"
"1884-12-12","24.0","9.0","T","T","M"
"1884-12-13","22.0","14.0","0.01","0.10","M"
"1884-12-14","26.0","17.0","0.12","1.20","M"
"1884-12-15","19.0","2.0","0.00","0.00","M"
"1884-12-16","4.0","-10.0","0.00","0.00","M"
"1884-12-17","2.0","-11.0","0.00","0.00","M"
"1884-12-18","-5.0","-22.0","0.00","0.00","M"
"1884-12-19","6.0","-19.0","0.01","0.10","M"
"1884-12-20","20.0","2.0","0.07","1.00","M"
"1884-12-21","18.0","4.0","0.38","4.30","M"
"1884-12-22","6.0","-14.0","0.02","0.20","M"
"1884-12-23","-3.0","-16.0","0.02","0.20","M"
"1884-12-24","-4.0","-14.0","0.00","0.00","M"
"1884-12-25","-11.0","-27.0","0.00","0.00","M"
"1884-12-26","29.0","-12.0","0.04","0.40","M"
"1884-12-27","31.0","18.0","T","T","M"
"1884-12-28","30.0","20.0","0.02","0.10","M"
"1884-12-29","27.0","20.0","0.24","0.70","M"
"1884-12-30","26.0","17.0","0.39","3.50","M"
"1884-12-31","19.0","-9.0","0.05","0.50","M"
"1885-01-01","-8.0","-19.0","0.00","0.00","M"
"1885-01-02","7.0","-36.0","0.00","0.00","M"
"1885-01-03","25.0","4.0","0.01","0.10","M"
"1885-01-04","32.0","5.0","0.00","0.00","M"
"1885-01-05","47.0","28.0","0.14","2.00","M"
"1885-01-06","34.0","18.0","0.01","0.10","M"
"1885-01-07","30.0","16.0","0.00","0.00","M"
"1885-01-08","46.0","24.0","0.00","0.00","M"
"1885-01-09","36.0","14.0","0.00","0.00","M"
"1885-01-10","35.0","14.0","0.00","0.00","M"
"1885-01-11","30.0","7.0","0.10","0.90","M"
"1885-01-12","8.0","-17.0","0.00","0.00","M"
"1885-01-13","-4.0","-29.0","0.00","0.00","M"
"1885-01-14","4.0","-7.0","0.00","0.00","M"
"1885-01-15","2.0","-9.0","0.00","0.00","M"
"1885-01-16","0.0","-10.0","T","T","M"
"1885-01-17","-3.0","-15.0","0.00","0.00","M"
"1885-01-18","-6.0","-18.0","0.00","0.00","M"
"1885-01-19","-1.0","-20.0","0.00","0.00","M"
"1885-01-20","11.0","-10.0","T","T","M"
"1885-01-21","-6.0","-20.0","0.00","0.00","M"
"1885-01-22","8.0","-27.0","0.01","0.10","M"
"1885-01-23","16.0","0.0","0.00","0.00","M"
"1885-01-24","19.0","2.0","0.01","0.10","M"
"1885-01-25","6.0","-11.0","0.00","0.00","M"
"1885-01-26","-3.0","-12.0","0.00","0.00","M"
"1885-01-27","-2.0","-15.0","0.00","0.00","M"
"1885-01-28","2.0","-22.0","0.00","0.00","M"
"1885-01-29","11.0","-12.0","T","T","M"
"1885-01-30","24.0","2.0","T","T","M"
"1885-01-31","30.0","17.0","0.02","0.20","M"
"1885-02-01","20.0","0.0","T","0.10","M"
"1885-02-02","40.0","6.0","0.02","0.10","M"
"1885-02-03","44.0","20.0","0.01","0.00","M"
"1885-02-04","36.0","23.0","0.01","0.10","M"
"1885-02-05","24.0","8.0","0.01","0.10","M"
"1885-02-06","25.0","9.0","0.04","0.50","M"
"1885-02-07","18.0","7.0","0.04","0.40","M"
"1885-02-08","11.0","-7.0","0.00","0.00","M"
"1885-02-09","11.0","-12.0","0.00","0.00","M"
"1885-02-10","-2.0","-24.0","0.00","0.00","M"
"1885-02-11","12.0","-10.0","T","T","M"
"1885-02-12","8.0","-13.0","0.02","0.40","M"
"1885-02-13","11.0","-15.0","0.00","0.00","M"
"1885-02-14","18.0","1.0","0.01","0.20","M"
"1885-02-15","8.0","-11.0","0.00","0.00","M"
"1885-02-16","6.0","-16.0","0.00","0.00","M"
"1885-02-17","14.0","-8.0","0.00","0.00","M"
"1885-02-18","11.0","-6.0","0.00","0.00","M"
"1885-02-19","10.0","-13.0","0.00","0.00","M"
"1885-02-20","16.0","-4.0","0.00","0.00","M"
"1885-02-21","17.0","-10.0","0.00","0.00","M"
"1885-02-22","19.0","-8.0","0.00","0.00","M"
"1885-02-23","26.0","5.0","0.01","0.20","M"
"1885-02-24","28.0","16.0","0.05","0.40","M"
"1885-02-25","42.0","23.0","0.00","0.00","M"
"1885-02-26","37.0","18.0","0.00","0.00","M"
"1885-02-27","48.0","13.0","T","0.00","M"
"1885-02-28","49.0","33.0","T","T","M"
"1885-03-01","35.0","25.0","T","T","M"
"1885-03-02","47.0","27.0","0.00","0.00","M"
"1885-03-03","43.0","30.0","0.05","0.30","M"
"1885-03-04","38.0","27.0","0.00","0.00","M"
"1885-03-05","38.0","20.0","0.12","1.00","M"
"1885-03-06","34.0","22.0","0.11","0.90","M"
"1885-03-07","37.0","22.0","T","T","M"
"1885-03-08","46.0","21.0","T","T","M"
"1885-03-09","47.0","27.0","0.00","0.00","M"
"1885-03-10","31.0","15.0","0.00","0.00","M"
"1885-03-11","44.0","20.0","0.00","0.00","M"
"1885-03-12","44.0","18.0","T","T","M"
"1885-03-13","46.0","32.0","0.00","0.00","M"
"1885-03-14","44.0","24.0","0.01","0.10","M"
"1885-03-15","28.0","9.0","0.03","0.30","M"
"1885-03-16","10.0","-6.0","0.00","0.00","M"
"1885-03-17","35.0","1.0","0.00","0.00","M"
"1885-03-18","31.0","17.0","0.00","0.00","M"
"1885-03-19","22.0","7.0","0.00","0.00","M"
"1885-03-20","23.0","10.0","0.02","0.20","M"
"1885-03-21","29.0","2.0","T","T","M"
"1885-03-22","32.0","9.0","0.00","0.00","M"
"1885-03-23","46.0","11.0","0.00","0.00","M"
"1885-03-24","34.0","18.0","0.00","0.00","M"
"1885-03-25","46.0","14.0","0.00","0.00","M"
"1885-03-26","51.0","30.0","0.00","0.00","M"
"1885-03-27","50.0","25.0","T","T","M"
"1885-03-28","36.0","17.0","0.00","0.00","M"
"1885-03-29","46.0","19.0","0.21","1.10","M"
"1885-03-30","47.0","20.0","T","T","M"
"1885-03-31","55.0","34.0","T","0.00","M"
"1885-04-01","46.0","31.0","T","T","M"
"1885-04-02","45.0","25.0","0.00","0.00","M"
"1885-04-03","48.0","27.0","0.03","0.10","M"
"1885-04-04","61.0","35.0","0.00","0.00","M"
"1885-04-05","62.0","45.0","0.00","0.00","M"
"1885-04-06","61.0","38.0","0.03","0.00","M"
"1885-04-07","61.0","26.0","0.25","0.00","M"
"1885-04-08","44.0","20.0","0.00","0.00","M"
"1885-04-09","47.0","28.0","T","0.00","M"
"1885-04-10","55.0","36.0","0.27","0.20","M"
"1885-04-11","61.0","33.0","T","0.00","M"
"1885-04-12","43.0","30.0","T","0.10","M"
"1885-04-13","50.0","27.0","T","0.00","M"
"1885-04-14","57.0","39.0","0.00","0.00","M"
"1885-04-15","60.0","40.0","0.00","0.00","M"
"1885-04-16","51.0","39.0","0.00","0.00","M"
"1885-04-17","54.0","38.0","0.04","0.00","M"
"1885-04-18","59.0","43.0","0.00","0.00","M"
"1885-04-19","62.0","46.0","0.01","0.00","M"
"1885-04-20","63.0","50.0","0.32","0.00","M"
"1885-04-21","76.0","59.0","0.68","0.00","M"
"1885-04-22","66.0","49.0","0.00","0.00","M"
"1885-04-23","56.0","40.0","0.00","0.00","M"
"1885-04-24","63.0","38.0","T","0.00","M"
"1885-04-25","66.0","45.0","0.20","0.00","M"
"1885-04-26","62.0","41.0","0.00","0.00","M"
"1885-04-27","53.0","34.0","1.36","1.10","M"
"1885-04-28","66.0","34.0","0.00","0.00","M"
"1885-04-29","71.0","45.0","0.00","0.00","M"
"1885-04-30","65.0","44.0","T","0.00","M"
"1885-05-01","60.0","40.0","0.00","0.00","M"
"1885-05-02","56.0","36.0","0.00","0.00","M"
"1885-05-03","64.0","43.0","0.00","0.00","M"
"1885-05-04","76.0","41.0","0.00","0.00","M"
"1885-05-05","59.0","36.0","0.13","0.00","M"
"1885-05-06","60.0","29.0","0.37","0.30","M"
"1885-05-07","46.0","27.0","0.07","0.10","M"
"1885-05-08","47.0","36.0","0.05","T","M"
"1885-05-09","51.0","33.0","T","0.00","M"
"1885-05-10","64.0","36.0","T","0.00","M"
"1885-05-11","67.0","39.0","0.00","0.00","M"
"1885-05-12","70.0","44.0","0.00","0.00","M"
"1885-05-13","75.0","46.0","0.00","0.00","M"
"1885-05-14","78.0","54.0","0.00","0.00","M"
"1885-05-15","77.0","57.0","T","0.00","M"
"1885-05-16","77.0","61.0","0.01","0.00","M"
"1885-05-17","66.0","43.0","0.86","0.00","M"
"1885-05-18","67.0","40.0","0.00","0.00","M"
"1885-05-19","70.0","43.0","0.00","0.00","M"
"1885-05-20","60.0","50.0","0.12","0.00","M"
"1885-05-21","80.0","54.0","0.00","0.00","M"
"1885-05-22","85.0","58.0","0.00","0.00","M"
"1885-05-23","87.0","62.0","0.00","0.00","M"
"1885-05-24","78.0","61.0","0.39","0.00","M"
"1885-05-25","78.0","54.0","0.00","0.00","M"
"1885-05-26","78.0","54.0","0.00","0.00","M"
"1885-05-27","77.0","58.0","0.00","0.00","M"
"1885-05-28","71.0","57.0","0.00","0.00","M"
"1885-05-29","81.0","56.0","0.00","0.00","M"
"1885-05-30","80.0","55.0","0.12","0.00","M"
"1885-05-31","77.0","52.0","0.00","0.00","M"
"1885-06-01","83.0","58.0","0.00","0.00","M"
"1885-06-02","73.0","62.0","0.09","0.00","M"
"1885-06-03","81.0","58.0","T","0.00","M"
"1885-06-04","82.0","63.0","T","0.00","M"
"1885-06-05","80.0","56.0","0.00","0.00","M"
"1885-06-06","87.0","65.0","0.05","0.00","M"
"1885-06-07","80.0","45.0","0.10","0.00","M"
"1885-06-08","68.0","36.0","0.00","0.00","M"
"1885-06-09","75.0","45.0","0.00","0.00","M"
"1885-06-10","77.0","51.0","T","0.00","M"
"1885-06-11","85.0","60.0","0.15","0.00","M"
"1885-06-12","87.0","67.0","0.13","0.00","M"
"1885-06-13","85.0","65.0","0.94","0.00","M"
"1885-06-14","83.0","65.0","0.02","0.00","M"
"1885-06-15","72.0","56.0","1.17","0.00","M"
"1885-06-16","72.0","50.0","T","0.00","M"
"1885-06-17","80.0","51.0","0.00","0.00","M"
"1885-06-18","83.0","61.0","0.00","0.00","M"
"1885-06-19","82.0","62.0","0.00","0.00","M"
"1885-06-20","89.0","63.0","0.00","0.00","M"
"1885-06-21","68.0","54.0","0.02","0.00","M"
"1885-06-22","71.0","46.0","0.00","0.00","M"
"1885-06-23","77.0","50.0","0.00","0.00","M"
"1885-06-24","73.0","60.0","T","0.00","M"
"1885-06-25","86.0","62.0","0.90","0.00","M"
"1885-06-26","88.0","65.0","0.00","0.00","M"
"1885-06-27","86.0","67.0","0.16","0.00","M"
"1885-06-28","76.0","62.0","0.00","0.00","M"
"1885-06-29","77.0","55.0","0.00","0.00","M"
"1885-06-30","80.0","58.0","0.00","0.00","M"
"1885-07-01","85.0","57.0","0.00","0.00","M"
"1885-07-02","87.0","60.0","0.00","0.00","M"
"1885-07-03","87.0","60.0","0.40","0.00","M"
"1885-07-04","87.0","65.0","0.03","0.00","M"
"1885-07-05","83.0","62.0","0.44","0.00","M"
"1885-07-06","80.0","62.0","0.04","0.00","M"
"1885-07-07","83.0","64.0","0.00","0.00","M"
"1885-07-08","89.0","64.0","T","0.00","M"
"1885-07-09","79.0","59.0","0.00","0.00","M"
"1885-07-10","77.0","59.0","0.00","0.00","M"
"1885-07-11","82.0","63.0","0.00","0.00","M"
"1885-07-12","87.0","67.0","0.12","0.00","M"
"1885-07-13","81.0","62.0","0.00","0.00","M"
"1885-07-14","82.0","62.0","0.00","0.00","M"
"1885-07-15","85.0","60.0","T","0.00","M"
"1885-07-16","80.0","60.0","0.80","0.00","M"
"1885-07-17","76.0","55.0","0.00","0.00","M"
"1885-07-18","75.0","60.0","T","0.00","M"
"1885-07-19","80.0","65.0","1.15","0.00","M"
"1885-07-20","80.0","71.0","T","0.00","M"
"1885-07-21","85.0","64.0","0.00","0.00","M"
"1885-07-22","83.0","66.0","T","0.00","M"
"1885-07-23","90.0","70.0","0.04","0.00","M"
"1885-07-24","86.0","71.0","0.03","0.00","M"
"1885-07-25","85.0","64.0","0.00","0.00","M"
"1885-07-26","85.0","66.0","0.00","0.00","M"
"1885-07-27","93.0","70.0","0.34","0.00","M"
"1885-07-28","88.0","67.0","1.02","0.00","M"
"1885-07-29","86.0","67.0","0.75","0.00","M"
"1885-07-30","95.0","66.0","0.70","0.00","M"
"1885-07-31","87.0","68.0","0.00","0.00","M"
"1885-08-01","76.0","65.0","0.00","0.00","M"
"1885-08-02","78.0","61.0","0.00","0.00","M"
"1885-08-03","83.0","59.0","0.00","0.00","M"
"1885-08-04","80.0","60.0","0.00","0.00","M"
"1885-08-05","80.0","60.0","0.27","0.00","M"
"1885-08-06","80.0","66.0","0.03","0.00","M"
"1885-08-07","84.0","68.0","0.07","0.00","M"
"1885-08-08","81.0","63.0","0.69","0.00","M"
"1885-08-09","81.0","55.0","0.00","0.00","M"
"1885-08-10","83.0","58.0","0.00","0.00","M"
"1885-08-11","75.0","64.0","1.49","0.00","M"
"1885-08-12","83.0","64.0","0.00","0.00","M"
"1885-08-13","71.0","59.0","0.00","0.00","M"
"1885-08-14","76.0","52.0","0.00","0.00","M"
"1885-08-15","80.0","55.0","0.00","0.00","M"
"1885-08-16","82.0","60.0","0.65","0.00","M"
"1885-08-17","84.0","64.0","0.00","0.00","M"
"1885-08-18","80.0","64.0","T","0.00","M"
"1885-08-19","76.0","54.0","0.00","0.00","M"
"1885-08-20","76.0","59.0","0.08","0.00","M"
"1885-08-21","75.0","61.0","0.00","0.00","M"
"1885-08-22","72.0","56.0","0.00","0.00","M"
"1885-08-23","76.0","56.0","0.00","0.00","M"
"1885-08-24","67.0","53.0","0.00","0.00","M"
"1885-08-25","66.0","46.0","0.00","0.00","M"
"1885-08-26","62.0","46.0","0.00","0.00","M"
"1885-08-27","62.0","53.0","0.18","0.00","M"
"1885-08-28","63.0","55.0","0.23","0.00","M"
"1885-08-29","69.0","52.0","0.00","0.00","M"
"1885-08-30","69.0","51.0","0.00","0.00","M"
"1885-08-31","67.0","49.0","0.00","0.00","M"
"1885-09-01","65.0","42.0","0.00","0.00","M"
"1885-09-02","65.0","47.0","0.09","0.00","M"
"1885-09-03","62.0","38.0","0.00","0.00","M"
"1885-09-04","61.0","39.0","0.00","0.00","M"
"1885-09-05","61.0","36.0","0.00","0.00","M"
"1885-09-06","63.0","35.0","T","0.00","M"
"1885-09-07","63.0","43.0","0.01","0.00","M"
"1885-09-08","65.0","47.0","1.52","0.00","M"
"1885-09-09","66.0","48.0","T","0.00","M"
"1885-09-10","66.0","46.0","T","0.00","M"
"1885-09-11","68.0","52.0","0.33","0.00","M"
"1885-09-12","73.0","58.0","0.65","0.00","M"
"1885-09-13","76.0","50.0","0.00","0.00","M"
"1885-09-14","70.0","57.0","0.00","0.00","M"
"1885-09-15","68.0","46.0","0.00","0.00","M"
"1885-09-16","75.0","45.0","0.00","0.00","M"
"1885-09-17","72.0","56.0","0.08","0.00","M"
"1885-09-18","78.0","45.0","0.00","0.00","M"
"1885-09-19","72.0","56.0","0.84","0.00","M"
"1885-09-20","83.0","60.0","0.00","0.00","M"
"1885-09-21","85.0","62.0","0.00","0.00","M"
"1885-09-22","71.0","51.0","0.00","0.00","M"
"1885-09-23","71.0","41.0","0.00","0.00","M"
"1885-09-24","78.0","50.0","0.00","0.00","M"
"1885-09-25","88.0","54.0","T","0.00","M"
"1885-09-26","85.0","56.0","0.00","0.00","M"
"1885-09-27","77.0","57.0","0.00","0.00","M"
"1885-09-28","78.0","56.0","0.00","0.00","M"
"1885-09-29","80.0","55.0","T","0.00","M"
"1885-09-30","64.0","51.0","0.00","0.00","M"
"1885-10-01","66.0","41.0","T","0.00","M"
"1885-10-02","68.0","48.0","T","0.00","M"
"1885-10-03","50.0","38.0","0.00","0.00","M"
"1885-10-04","41.0","26.0","0.01","T","M"
"1885-10-05","44.0","30.0","T","0.00","M"
"1885-10-06","49.0","28.0","0.00","0.00","M"
"1885-10-07","52.0","38.0","T","0.00","M"
"1885-10-08","49.0","29.0","0.00","0.00","M"
"1885-10-09","71.0","36.0","0.00","0.00","M"
"1885-10-10","79.0","50.0","0.00","0.00","M"
"1885-10-11","61.0","51.0","0.11","0.00","M"
"1885-10-12","56.0","39.0","0.76","0.00","M"
"1885-10-13","55.0","37.0","0.00","0.00","M"
"1885-10-14","62.0","32.0","0.00","0.00","M"
"1885-10-15","68.0","40.0","0.00","0.00","M"
"1885-10-16","74.0","41.0","0.00","0.00","M"
"1885-10-17","55.0","39.0","0.00","0.00","M"
"1885-10-18","53.0","31.0","0.00","0.00","M"
"1885-10-19","43.0","34.0","T","T","M"
"1885-10-20","38.0","28.0","T","T","M"
"1885-10-21","45.0","25.0","0.00","0.00","M"
"1885-10-22","49.0","30.0","0.00","0.00","M"
"1885-10-23","52.0","26.0","T","0.00","M"
"1885-10-24","63.0","35.0","0.00","0.00","M"
"1885-10-25","61.0","33.0","T","0.00","M"
"1885-10-26","48.0","38.0","0.00","0.00","M"
"1885-10-27","43.0","35.0","0.03","0.00","M"
"1885-10-28","46.0","30.0","T","0.00","M"
"1885-10-29","44.0","27.0","0.00","0.00","M"
"1885-10-30","36.0","27.0","T","T","M"
"1885-10-31","40.0","31.0","0.02","0.20","M"
"1885-11-01","37.0","31.0","T","T","M"
"1885-11-02","35.0","29.0","0.00","0.00","M"
"1885-11-03","41.0","27.0","0.00","0.00","M"
"1885-11-04","41.0","31.0","0.00","0.00","M"
"1885-11-05","38.0","29.0","0.00","0.00","M"
"1885-11-06","40.0","35.0","0.24","0.00","M"
"1885-11-07","41.0","34.0","0.21","0.00","M"
"1885-11-08","35.0","30.0","0.00","0.00","M"
"1885-11-09","47.0","27.0","0.00","0.00","M"
"1885-11-10","53.0","33.0","T","0.00","M"
"1885-11-11","50.0","39.0","0.00","0.00","M"
"1885-11-12","44.0","22.0","0.01","T","M"
"1885-11-13","29.0","17.0","T","T","M"
"1885-11-14","33.0","22.0","0.00","0.00","M"
"1885-11-15","27.0","17.0","T","T","M"
"1885-11-16","48.0","19.0","T","0.00","M"
"1885-11-17","52.0","34.0","0.00","0.00","M"
"1885-11-18","43.0","32.0","T","0.00","M"
"1885-11-19","37.0","23.0","T","0.00","M"
"1885-11-20","48.0","32.0","0.00","0.00","M"
"1885-11-21","41.0","26.0","T","0.00","M"
"1885-11-22","35.0","25.0","0.00","0.00","M"
"1885-11-23","35.0","27.0","0.00","0.00","M"
"1885-11-24","32.0","22.0","T","T","M"
"1885-11-25","42.0","19.0","T","0.00","M"
"1885-11-26","35.0","24.0","T","T","M"
"1885-11-27","35.0","23.0","0.02","0.20","M"
"1885-11-28","48.0","31.0","0.00","0.00","M"
"1885-11-29","36.0","29.0","0.01","0.10","M"
"1885-11-30","36.0","32.0","0.11","0.20","M"
"1885-12-01","38.0","30.0","0.00","0.00","M"
"1885-12-02","45.0","28.0","0.00","0.00","M"
"1885-12-03","35.0","25.0","0.00","0.00","M"
"1885-12-04","32.0","10.0","0.20","3.00","M"
"1885-12-05","20.0","-4.0","0.01","0.10","M"
"1885-12-06","18.0","-15.0","0.00","0.00","M"
"1885-12-07","7.0","-18.0","0.00","0.00","M"
"1885-12-08","14.0","6.0","0.19","2.00","M"
"1885-12-09","15.0","4.0","0.00","0.00","M"
"1885-12-10","10.0","2.0","T","T","M"
"1885-12-11","21.0","3.0","T","T","M"
"1885-12-12","14.0","2.0","0.00","0.00","M"
"1885-12-13","15.0","-6.0","0.00","0.00","M"
"1885-12-14","14.0","-7.0","0.00","0.00","M"
"1885-12-15","32.0","13.0","0.00","0.00","M"
"1885-12-16","24.0","8.0","0.00","0.00","M"
"1885-12-17","31.0","9.0","0.00","0.00","M"
"1885-12-18","42.0","18.0","0.00","0.00","M"
"1885-12-19","25.0","13.0","0.00","0.00","M"
"1885-12-20","44.0","11.0","0.00","0.00","M"
"1885-12-21","40.0","28.0","0.01","0.00","M"
"1885-12-22","52.0","36.0","0.03","0.00","M"
"1885-12-23","38.0","20.0","0.00","0.00","M"
"1885-12-24","26.0","12.0","0.00","0.00","M"
"1885-12-25","27.0","16.0","0.00","0.00","M"
"1885-12-26","38.0","22.0","T","0.00","M"
"1885-12-27","36.0","33.0","T","0.00","M"
"1885-12-28","38.0","32.0","0.19","0.00","M"
"1885-12-29","40.0","33.0","T","0.00","M"
"1885-12-30","34.0","24.0","0.00","0.00","M"
"1885-12-31","29.0","17.0","0.01","0.20","M"
"1886-01-01","30.0","14.0","0.14","1.80","M"
"1886-01-02","20.0","11.0","T","T","M"
"1886-01-03","24.0","16.0","0.19","2.00","M"
"1886-01-04","25.0","15.0","0.24","3.00","M"
"1886-01-05","17.0","3.0","0.00","0.00","M"
"1886-01-06","18.0","6.0","0.01","0.10","M"
"1886-01-07","14.0","-4.0","0.14","1.60","M"
"1886-01-08","-4.0","-14.0","0.09","0.90","M"
"1886-01-09","-14.0","-23.0","0.03","0.20","M"
"1886-01-10","-13.0","-30.0","0.00","0.00","M"
"1886-01-11","0.0","-23.0","0.00","0.00","M"
"1886-01-12","13.0","-18.0","T","T","M"
"1886-01-13","18.0","-5.0","0.01","0.10","M"
"1886-01-14","29.0","14.0","0.00","0.00","M"
"1886-01-15","29.0","21.0","0.17","1.50","M"
"1886-01-16","21.0","3.0","0.14","1.60","M"
"1886-01-17","4.0","-10.0","0.03","0.30","M"
"1886-01-18","6.0","-7.0","0.04","0.40","M"
"1886-01-19","2.0","-12.0","0.00","0.00","M"
"1886-01-20","8.0","-8.0","0.09","1.30","M"
"1886-01-21","10.0","-21.0","T","T","M"
"1886-01-22","7.0","-28.0","T","T","M"
"1886-01-23","-13.0","-34.0","0.00","0.00","M"
"1886-01-24","8.0","-15.0","0.02","0.20","M"
"1886-01-25","17.0","3.0","0.22","2.20","M"
"1886-01-26","16.0","-1.0","0.18","2.80","M"
"1886-01-27","20.0","-1.0","0.00","0.00","M"
"1886-01-28","23.0","7.0","0.01","0.10","M"
"1886-01-29","8.0","-7.0","0.00","0.00","M"
"1886-01-30","19.0","2.0","0.01","0.10","M"
"1886-01-31","17.0","-5.0","0.00","0.00","M"
"1886-02-01","4.0","-16.0","0.00","0.00","M"
"1886-02-02","-8.0","-28.0","0.00","0.00","M"
"1886-02-03","-5.0","-27.0","0.00","0.00","M"
"1886-02-04","-2.0","-28.0","0.00","0.00","M"
"1886-02-05","14.0","-9.0","0.00","0.00","M"
"1886-02-06","46.0","12.0","0.00","0.00","M"
"1886-02-07","49.0","21.0","0.00","0.00","M"
"1886-02-08","46.0","24.0","T","0.00","M"
"1886-02-09","37.0","18.0","T","T","M"
"1886-02-10","34.0","17.0","0.02","0.10","M"
"1886-02-11","23.0","15.0","0.00","0.00","M"
"1886-02-12","30.0","11.0","0.00","0.00","M"
"1886-02-13","40.0","24.0","T","T","M"
"1886-02-14","26.0","10.0","0.00","0.00","M"
"1886-02-15","14.0","-6.0","0.00","0.00","M"
"1886-02-16","17.0","-15.0","0.01","0.10","M"
"1886-02-17","28.0","16.0","T","T","M"
"1886-02-18","35.0","14.0","0.02","0.20","M"
"1886-02-19","16.0","4.0","0.01","0.10","M"
"1886-02-20","36.0","-7.0","0.06","0.40","M"
"1886-02-21","37.0","13.0","T","T","M"
"1886-02-22","41.0","12.0","0.00","0.00","M"
"1886-02-23","33.0","8.0","0.00","0.00","M"
"1886-02-24","47.0","20.0","0.00","0.00","M"
"1886-02-25","20.0","-3.0","0.01","0.10","M"
"1886-02-26","14.0","-5.0","T","T","M"
"1886-02-27","25.0","12.0","0.03","0.30","M"
"1886-02-28","19.0","14.0","0.09","1.40","M"
"1886-03-01","18.0","9.0","0.05","0.60","M"
"1886-03-02","24.0","-10.0","T","T","M"
"1886-03-03","28.0","4.0","0.00","0.00","M"
"1886-03-04","35.0","20.0","0.00","0.00","M"
"1886-03-05","38.0","14.0","0.00","0.00","M"
"1886-03-06","39.0","13.0","0.00","0.00","M"
"1886-03-07","33.0","25.0","0.02","0.20","M"
"1886-03-08","28.0","17.0","T","T","M"
"1886-03-09","26.0","9.0","T","T","M"
"1886-03-10","30.0","4.0","T","T","M"
"1886-03-11","37.0","24.0","0.02","0.20","M"
"1886-03-12","38.0","19.0","0.02","0.20","M"
"1886-03-13","25.0","9.0","0.00","0.00","M"
"1886-03-14","31.0","20.0","0.02","0.30","M"
"1886-03-15","40.0","25.0","0.00","0.00","M"
"1886-03-16","41.0","23.0","0.02","0.00","M"
